"LGA","Crude_rate","IRSD","IRSAD","IER","IEO","log_IRSD","log_IER","log_IEO","log_Crude_rate","status"
"Meander Valley",33.071757,976,940,983,924,5.01727983681492,5.06890420222023,6.82871207164168,3.49867965530719,"Actual"
"Northern Midlands",28.121884,966,929,975,912,5.08140436498446,5.11799381241676,6.81563999007433,3.33654806327568,"Actual"
"Sorell",10.654726,991,946,993,932,4.91265488573605,5.00394630594546,6.83733281468559,2.36600354959346,"Actual"
"Southern Midlands",12.286026,951,911,1000,887,5.17048399503815,4.95582705760126,6.78784498230958,2.50846251896935,"Actual"
"Tasman",47.626607,923,902,943,931,5.31811999384422,5.29330482472449,6.83625927727707,3.86339157565974,"Actual"
"Waratah-Wynyard",53.184142,929,900,947,896,5.28826703069454,5.27299955856375,6.79794041297493,3.97376026920535,"Actual"
"West Coast",51.029876,861,844,887,832,5.5834963087817,5.54126354515843,6.72383244082121,3.93241126512976,"Actual"
"West Tamar",25.706489,1004,970,999,970,4.81218435537242,4.96284463025991,6.87729607149743,3.24674345030324,"Actual"
"Alice Springs",41.044991,994,1004,955,1014,4.89034912822175,5.23110861685459,6.92165818415113,3.71466880652867,"Actual"
"Barkly",96.348247,670,790,698,887,6.12468339089421,6.09582456243222,6.78784498230958,4.56796920061079,"Actual"
"Central Desert",85.231284,524,697,589,865,6.40191719672719,6.31535800152233,6.76272950693188,4.44536854953865,"Actual"
"Coomalie",16.797548,909,900,906,916,5.38449506278909,5.46383180502561,6.82001636467413,2.82123292337618,"Actual"
"Darwin",18.322988,1027,1036,979,1041,4.60517018598809,5.09375020080676,6.94793706861497,2.90815644638324,"Actual"
"East Arnhem",46.754842,486,694,525,866,6.46302945692067,6.42486902390539,6.76388490856244,3.84491782256398,"Actual"
"Katherine",40.957665,961,965,925,976,5.11198778835654,5.37989735354046,6.88346258641309,3.71253897227036,"Actual"
"Litchfield",9.2878305,1030,1014,1061,959,4.57471097850338,4.39444915467244,6.86589107488344,2.22870499487506,"Actual"
"MacDonnell",93.525299,566,727,590,861,6.3297209055227,6.31354804627709,6.75809450442773,4.53823197723525,"Actual"
"Palmerston",13.587094,1009,998,991,972,4.77068462446567,5.01727983681492,6.87935580446044,2.60912037159612,"Actual"
"Roper Gulf",48.910227,534,709,564,867,6.38519439899773,6.35957386867238,6.76503897678054,3.88998651571817,"Actual"
"Tiwi Islands",94.497347,564,729,540,860,6.33327962813969,6.40025744530882,6.75693238924755,4.54857176003154,"Actual"
"Victoria Daly",77.575274,590,729,618,833,6.28599809450886,6.26149168432104,6.72503364216684,4.35124874239395,"Actual"
"West Arnhem",25.809092,530,728,534,881,6.3919171133926,6.41017488196617,6.78105762593618,3.25072683294896,"Actual"
"West Daly",40.689586,439,677,488,899,6.53378883793334,6.4831073514572,6.80128303447162,3.70597218747179,"Actual"
"Unincorporated NT",35.081622,1044,1014,967,984,4.4188406077966,5.16478597392351,6.89162589705225,3.55767740360726,"Actual"
"Unincorporated ACT",12.269485,1071,1091,1037,1108,4.02535169073515,4.65396035015752,7.01031186730723,2.50711528555182,"Actual"
"Unincorp. Other Territories",42.236864,989,952,952,961,4.92725368515721,5.24702407216049,6.86797440897029,3.74329339421766,"Actual"
"Mosman",12.6849477493195,1110,1169,1065,1185,2.83321334405622,4.34380542185368,7.07749805356923,2.54041607395088,"Estimated"
"Snowy Valleys",27.8010025894537,952,923,976,908,5.16478597392351,5.11198778835654,6.81124437860129,3.32507208441513,"Estimated"
"Barcoo",23.9636490083134,988,959,1002,879,4.93447393313069,4.9416424226093,6.77878489768518,3.17653805749087,"Estimated"
"Boulia",33.6277924326062,878,890,864,898,5.51745289646471,5.62762111369064,6.8001700683022,3.51535288079671,"Estimated"
"Bulloo",26.9827767514496,990,942,972,873,4.91998092582813,5.13579843705026,6.7719355558396,3.29519876436631,"Estimated"
"Burke",29.3059529538317,941,928,899,927,5.2257466737132,5.49306144334055,6.83195356556585,3.37779066787201,"Estimated"
"Croydon",34.2319391610011,876,890,839,867,5.52545293913178,5.71373280550937,6.76503897678054,3.53315910185777,"Estimated"
"Diamantina",28.3026677236569,952,942,884,898,5.16478597392351,5.55295958492162,6.8001700683022,3.34295606606004,"Estimated"
"Etheridge",24.750621879963,982,961,968,949,4.97673374242057,5.15905529921453,6.85540879860993,3.20885061516219,"Estimated"
"Hope Vale",69.2363021919952,631,722,634,815,6.20657592672493,6.23048144757848,6.70318811324086,4.23752532322034,"Estimated"
"Lockhart River",64.2171566989656,622,744,582,794,6.22455842927536,6.32793678372919,6.67708346124714,4.16227041329577,"Estimated"
"Longreach",23.9377827753328,1003,976,967,967,4.82028156560504,5.16478597392351,6.87419849545329,3.17545807993982,"Estimated"
"Mapoon",76.3687086733673,567,700,569,795,6.32793678372919,6.35088571671474,6.67834211465433,4.33557303993669,"Estimated"
"Napranum",64.9023989749197,623,738,619,818,6.22257626807137,6.25958146406492,6.70686233660275,4.1728845872013,"Estimated"
"Pormpuraaw",75.5433671742811,547,706,512,759,6.36302810354046,6.44571981938558,6.63200177739563,4.32470689100999,"Estimated"
"Quilpie",24.0610804349916,998,969,980,942,4.85981240436167,5.08759633523238,6.84800527457636,3.1805956153983,"Estimated"
"Richmond",22.9683237565083,1009,975,1005,924,4.77068462446567,4.91998092582813,6.82871207164168,3.13411603870114,"Estimated"
"Weipa",19.383752451335,1058,1036,1011,944,4.23410650459726,4.87519732320115,6.8501261661455,2.96443521265962,"Estimated"
"Woorabinda",90.7111763055765,492,659,513,816,6.45362499889269,6.44413125670044,6.70441435496411,4.50768057230351,"Estimated"
"Wujal Wujal",78.4033583165216,510,692,542,862,6.42486902390539,6.39692965521615,6.75925527066369,4.36186676210886,"Estimated"
"Flinders Ranges",30.3712423896025,933,907,944,902,5.26785815906333,5.28826703069454,6.80461452006262,3.41349618667014,"Estimated"
"Maralinga Tjarutja",45.106851162568,644,823,641,1043,6.18001665365257,6.21660610108486,6.94985645500077,3.80903414544963,"Estimated"
"Roxby Downs",21.697472385729,1048,1004,1010,919,4.36944785246702,4.88280192258637,6.82328612235569,3.07719577384178,"Estimated"
"Walkerville",15.0597041256234,1075,1097,1035,1123,3.95124371858143,4.67282883446191,7.02375895473844,2.71202257580581,"Estimated"
"Capel",20.5737708793918,1016,982,1051,948,4.70953020131233,4.51085950651685,6.85435450225502,3.02401700623154,"Estimated"
"Carnamah",27.1919054446134,965,937,958,924,5.08759633523238,5.21493575760899,6.82871207164168,3.30291933506405,"Estimated"
"Christmas Island",24.0085074387686,971,972,943,957,5.04985600724954,5.29330482472449,6.86380339145295,3.17840824415131,"Estimated"
"Cocos Islands",27.6329025709441,850,903,980,896,5.62401750618734,5.08759633523238,6.79794041297493,3.31900718484539,"Estimated"
"Cue",33.6926926706775,898,887,895,920,5.43372200355424,5.50938833662798,6.82437367004309,3.51728097914828,"Estimated"
"Dumbleyung",21.3112233556039,1009,989,1014,1007,4.77068462446567,4.85203026391962,6.91473089271856,3.05923385204625,"Estimated"
"Dundas",38.8019792049516,855,851,872,850,5.605802066296,5.59842195899838,6.74523634948436,3.65847125576514,"Estimated"
"Gnowangerup",22.7539334719223,996,973,1004,974,4.87519732320115,4.92725368515721,6.88141130364254,3.12473803031622,"Estimated"
"Jerramungup",21.0284371734196,1025,996,1020,995,4.62497281328427,4.80402104473326,6.90274273715859,3.04587567280289,"Estimated"
"Kent",19.2409168490062,1072,1034,1041,1019,4.00733318523247,4.61512051684126,6.92657703322272,2.95703909737693,"Estimated"
"Koorda",25.7902555015767,980,946,983,901,4.99043258677874,5.06890420222023,6.80350525760834,3.24999672684599,"Estimated"
"Kulin",18.3804726001271,1045,1024,1047,1023,4.40671924726425,4.55387689160054,6.93049476595163,2.91128882933512,"Estimated"
"Menzies",39.1767124732309,860,858,825,870,5.58724865840025,5.75890177387728,6.76849321164863,3.66808250070674,"Estimated"
"Mingenew",22.4454151577377,1007,970,1028,943,4.78749174278205,4.7361984483945,6.84906628263346,3.11108636873192,"Estimated"
"Morawa",27.896809412607,943,929,945,932,5.21493575760899,5.28320372873799,6.83733281468559,3.32851232431687,"Estimated"
"Mount Magnet",37.3177449653963,864,858,890,898,5.57215403217776,5.52942908751142,6.8001700683022,3.61946894986082,"Estimated"
"Mount Marshall",22.8896478948091,980,973,986,990,4.99043258677874,5.04985600724954,6.89770494312864,3.13068475135639,"Estimated"
"Mukinbudin",20.9114135619358,1025,996,1023,990,4.62497281328427,4.77912349311153,6.89770494312864,3.04029511335245,"Estimated"
"Murchison",34.1468654230417,834,885,832,1013,5.68017260901707,5.73657229747919,6.92067150424868,3.53067079331325,"Estimated"
"Northampton",27.5930296438313,954,923,983,892,5.15329159449778,5.06890420222023,6.79346613258001,3.31756319169065,"Estimated"
"Nungarin",24.401562770977,979,960,979,961,4.99721227376411,5.09375020080676,6.86797440897029,3.19464717823903,"Estimated"
"Perenjori",19.3708929334711,1044,1023,1023,1031,4.4188406077966,4.77912349311153,6.93828448401696,2.96377157514168,"Estimated"
"Sandstone",30.577955702358,954,906,960,870,5.15329159449778,5.2040066870768,6.76849321164863,3.42027934746048,"Estimated"
"Shark Bay",27.4914071972918,970,942,935,915,5.05624580534831,5.33271879326537,6.81892406527552,3.31387349029197,"Estimated"
"Three Springs",25.8054931801196,963,947,964,955,5.0998664278242,5.18178355029209,6.86171134048073,3.25058738322274,"Estimated"
"Trayning",31.951336124453,909,896,920,952,5.38449506278909,5.40267738187228,6.85856503479136,3.46421399918085,"Estimated"
"Upper Gascoyne",31.7017158554771,910,920,805,960,5.37989735354046,5.82008293035236,6.86693328446188,3.4563708073514,"Estimated"
"Westonia",21.7396591933877,1030,1004,984,997,4.57471097850338,5.06259503302697,6.90475076996184,3.07913820509308,"Estimated"
"Wickepin",23.0853879800208,994,967,1009,959,4.89034912822175,4.89034912822175,6.86589107488344,3.13919986240299,"Estimated"
"Wiluna",45.8655722419122,773,821,741,954,5.86929691313377,5.99396142730657,6.86066367144829,3.82571477554163,"Estimated"
"Woodanilling",22.4734129093943,1003,982,994,1015,4.82028156560504,4.99721227376411,6.92264389147589,3.11233296204199,"Estimated"
"Wyalkatchem",31.9696075525734,899,898,902,942,5.42934562895444,5.48063892334199,6.84800527457636,3.46478568750605,"Estimated"
"Yalgoo",37.075804337232,900,870,870,853,5.4249500174814,5.605802066296,6.74875954749168,3.61296458265669,"Estimated"
"Central Highlands (Tas.)",32.130458294773,911,888,948,886,5.37527840768417,5.26785815906333,6.78671695060508,3.46980443679115,"Estimated"
"Derwent Valley",33.3670039368646,913,879,950,856,5.36597601502185,5.25749537202778,6.75227037614174,3.50756750559992,"Estimated"
"King Island",25.1093604462184,993,955,987,941,4.89783979995091,5.04342511691925,6.84694313958538,3.22324070276223,"Estimated"
"Belyuen",90.1942876945863,471,662,475,801,6.48616078894409,6.50279004591562,6.68586094706836,4.50196609573488,"Estimated"
"Darwin Waterfront Precinct",17.2777871605211,1117,1165,960,1174,2.30258509299405,5.2040066870768,7.06817200038804,2.84942169733559,"Estimated"
"Wagait",24.3020314471434,985,970,955,1006,4.95582705760126,5.23110861685459,6.91373735065968,3.19055994550021,"Estimated"
